First Dose,Second Dose,Total Doses,Male,Female,State,Vaccine
26206,47371,73577,32955,40622,Nagaland,Covishield
16035,18600,34635,28470,6165,Odisha,Covishield
16923,19269,36192,29663,6529,Puducherry,Covishield
24748,14930,39678,8413,31265,Punjab,Covishield
6953,24331,31284,22277,9007,Rajasthan,Covishield
9959,34604,44563,34524,10039,Sikkim,Covishield
14789,19705,34494,33071,1423,Tamil Nadu,Covishield
27863,6394,34257,33750,507,Telengana,Covishield
12138,26568,38706,20071,18635,Tripura,Covishield
16706,25811,42517,39758,2759,Uttarakhand,Covishield
30967,4715,35682,15975,19707,Uttar Pradesh,Covishield
43762,24900,68662,10863,57799,West Bengal,Covishield
30943,33409,64352,56667,7685,Andhra Pradesh,Covishield
30000,35993,65993,20900,45093,Andaman and Nicobar Islands,Covishield
13776,8984,22760,10111,12649,Arunachal Pradesh,Covishield
48557,36000,84557,16795,67762,Assam,Covishield
47530,41382,88912,40086,48826,Bihar,Covishield
29331,14003,43334,26368,16966,Chandigarh,Covishield
16516,30566,47082,40474,6608,Chhattisgarh,Covishield
16898,35869,52767,9761,43006,Dadra and Nagar Haveli and Daman and Diu,Covishield
8694,20516,29210,23829,5381,Delhi,Covishield
30707,25226,55933,37710,18223,Goa,Covishield
47124,38307,85431,57135,28296,Gujarat,Covishield
16797,38825,55622,5790,49832,Haryana,Covishield
38926,5063,43989,19084,24905,Himachal Pradesh,Covishield
3347,3634,6981,5431,1550,Jammu and Kashmir,Covishield
45928,19205,65133,9585,55548,Jharkhand,Covishield
17322,43245,60567,14243,46324,Karnataka,Covishield
23890,38884,62774,55858,6916,Kerala,Covishield
33355,27016,60371,12071,48300,Lakshadweep,Covishield
33999,33483,67482,17846,49636,Ladakh,Covishield
30815,40475,71290,11918,59372,Madhya Pradesh,Covishield
5764,3441,9205,7006,2199,Maharashtra,Covishield
46566,48577,95143,35838,59305,Manipur,Covishield
38235,11289,49524,8362,41162,Meghalaya,Covishield
26615,5520,32135,11865,20270,Mizoram,Covishield
32794,15350,48144,39291,8853,Nagaland,Covishield
47238,7279,54517,50439,4078,Odisha,Covishield
25083,6148,31231,11510,19721,Puducherry,Covishield
47323,13984,61307,55220,6087,Punjab,Covishield
46508,29363,75871,44087,31784,Rajasthan,Covishield
11470,35052,46522,36250,10272,Sikkim,Covishield
26503,43894,70397,59093,11304,Tamil Nadu,Covishield
44044,38321,82365,56539,25826,Telengana,Covishield
18576,34820,53396,9333,44063,Tripura,Covishield
18088,38035,56123,9210,46913,Uttarakhand,Covishield
41369,16674,58043,30370,27673,Uttar Pradesh,Covishield
13747,16373,30120,28647,1473,West Bengal,Covishield
34772,18110,52882,48208,4674,Andhra Pradesh,Covishield
3137,42655,45792,14973,30819,Andaman and Nicobar Islands,Covishield
46466,18543,65009,6723,58286,Arunachal Pradesh,Covishield
20042,43368,63410,14653,48757,Assam,Covishield
6834,17144,23978,20469,3509,Bihar,Covishield
49609,21357,70966,57138,13828,Chandigarh,Covishield
10195,35302,45497,21582,23915,Chhattisgarh,Covishield
12006,46351,58357,24387,33970,Dadra and Nagar Haveli and Daman and Diu,Covishield
42953,17632,60585,51387,9198,Delhi,Covishield
16362,35078,51440,40746,10694,Goa,Covishield
9155,13131,22286,12387,9899,Gujarat,Covishield
26165,47687,73852,48919,24933,Haryana,Covishield
5852,9068,14920,7402,7518,Himachal Pradesh,Covishield
5617,46266,51883,18671,33212,Jammu and Kashmir,Covishield
9483,36884,46367,6467,39900,Jharkhand,Covishield
39573,10099,49672,39710,9962,Karnataka,Covishield
41008,34280,75288,56487,18801,Kerala,Covishield
38402,24776,63178,44329,18849,Lakshadweep,Covishield
28553,24114,52667,26904,25763,Ladakh,Covishield
2844,20762,23606,6597,17009,Madhya Pradesh,Covishield
28604,30715,59319,41710,17609,Maharashtra,Covishield
47355,28179,75534,47464,28070,Manipur,Covishield
13302,46538,59840,37094,22746,Meghalaya,Covishield
30177,35970,66147,14773,51374,Mizoram,Covishield
28037,39251,67288,60398,6890,Nagaland,Covishield
4830,29910,34740,16915,17825,Odisha,Covishield
7824,26980,34804,17387,17417,Puducherry,Covishield
33556,45183,78739,53594,25145,Punjab,Covishield
25340,30008,55348,15924,39424,Rajasthan,Covishield
48980,33978,82958,44959,37999,Sikkim,Covishield
28344,36816,65160,48239,16921,Tamil Nadu,Covishield
7121,5418,12539,6811,5728,Telengana,Covishield
8210,34043,42253,28190,14063,Tripura,Covishield
27943,21725,49668,41843,7825,Uttarakhand,Covishield
2979,19507,22486,10957,11529,Uttar Pradesh,Covishield
3966,4754,8720,7405,1315,West Bengal,Covishield
15250,28098,43348,14238,29110,Andhra Pradesh,Covishield
2700,8991,11691,7980,3711,Andaman and Nicobar Islands,Covishield
37285,9984,47269,16211,31058,Arunachal Pradesh,Covishield
23494,3130,26624,22024,4600,Assam,Covishield
18762,10295,29057,10999,18058,Bihar,Covishield
44888,17687,62575,6094,56481,Chandigarh,Covishield
6233,11569,17802,17630,172,Chhattisgarh,Covishield
44885,8790,53675,35526,18149,Dadra and Nagar Haveli and Daman and Diu,Covishield
48811,35931,84742,33520,51222,Delhi,Covishield
31101,17004,48105,36627,11478,Goa,Covishield
41801,7632,49433,10350,39083,Gujarat,Covishield
46943,10731,57674,9824,47850,Haryana,Covishield
36879,26315,63194,46053,17141,Himachal Pradesh,Covishield
43366,33229,76595,75400,1195,Jammu and Kashmir,Covishield
27882,5499,33381,13465,19916,Jharkhand,Covishield
8397,28859,37256,34739,2517,Karnataka,Covishield
49659,33901,83560,22172,61388,Kerala,Covishield
3633,41179,44812,29564,15248,Lakshadweep,Covishield
35995,3140,39135,31611,7524,Ladakh,Covishield
27002,21215,48217,25345,22872,Madhya Pradesh,Covishield
18394,41255,59649,40463,19186,Maharashtra,Covishield
5018,42221,47239,37686,9553,Manipur,Covishield
1971,41690,43661,15672,27989,Meghalaya,Covishield
6745,36230,42975,24377,18598,Mizoram,Covishield
15076,43501,58577,40329,18248,Nagaland,Covishield
31104,27978,59082,52827,6255,Odisha,Covishield
42535,22549,65084,23471,41613,Puducherry,Covishield
35884,23901,59785,25109,34676,Punjab,Covishield
36306,5834,42140,16574,25566,Rajasthan,Covishield
47374,20974,68348,61659,6689,Sikkim,Covishield
33857,6934,40791,36474,4317,Tamil Nadu,Covishield
26776,18653,45429,44407,1022,Telengana,Covishield
12998,16982,29980,26434,3546,Tripura,Covishield
9701,30771,40472,22321,18151,Uttarakhand,Covishield
9443,40595,50038,16712,33326,Uttar Pradesh,Covishield
47035,30065,77100,20726,56374,West Bengal,Covishield
14052,32915,46967,38215,8752,Andhra Pradesh,Covishield
42206,16612,58818,30467,28351,Andaman and Nicobar Islands,Covishield
3792,37805,41597,22815,18782,Arunachal Pradesh,Covishield
10194,14037,24231,23145,1086,Assam,Covishield
21541,1523,23064,17843,5221,Bihar,Covishield
25028,25736,50764,23834,26930,Chandigarh,Covishield
12098,48411,60509,24845,35664,Chhattisgarh,Covishield
37439,18522,55961,36253,19708,Dadra and Nagar Haveli and Daman and Diu,Covishield
36433,11417,47850,31664,16186,Delhi,Covishield
9841,23901,33742,15786,17956,Goa,Covishield
37411,13846,51257,14998,36259,Gujarat,Covishield
28290,22150,50440,32958,17482,Haryana,Covishield
36346,38973,75319,20049,55270,Himachal Pradesh,Covishield
25099,4600,29699,6043,23656,Jammu and Kashmir,Covishield
43579,33079,76658,75372,1286,Jharkhand,Covishield
32830,2231,35061,16477,18584,Karnataka,Covishield
37202,3558,40760,15164,25596,Kerala,Covishield
48644,9514,58158,43185,14973,Lakshadweep,Covishield
15410,32721,48131,6844,41287,Ladakh,Covishield
17911,16839,34750,20352,14398,Madhya Pradesh,Covishield
21964,32987,54951,14637,40314,Maharashtra,Covishield
40748,14001,54749,19321,35428,Manipur,Covishield
47888,39796,87684,12117,75567,Meghalaya,Covishield
29392,9362,38754,38090,664,Mizoram,Covishield
25559,47062,72621,47030,25591,Nagaland,Covishield
12634,32182,44816,17350,27466,Odisha,Covishield
9247,13239,22486,19226,3260,Puducherry,Covishield
4436,7450,11886,7058,4828,Punjab,Covishield
42849,48110,90959,16820,74139,Rajasthan,Covishield
34498,28834,63332,27097,36235,Sikkim,Covishield
30430,24046,54476,10890,43586,Tamil Nadu,Covishield
46821,19614,66435,50827,15608,Telengana,Covishield
47669,24595,72264,54610,17654,Tripura,Covishield
23904,29965,53869,34940,18929,Uttarakhand,Covishield
6259,11534,17793,17179,614,Uttar Pradesh,Covishield
40682,26505,67187,29030,38157,West Bengal,Covishield
26952,23136,50088,5538,44550,Andhra Pradesh,Covishield
10870,23491,34361,31281,3080,Andaman and Nicobar Islands,Covishield
43240,17374,60614,5837,54777,Arunachal Pradesh,Covishield
48906,32926,81832,13870,67962,Assam,Covishield
17436,41110,58546,13385,45161,Bihar,Covishield
39618,25662,65280,45290,19990,Chandigarh,Covishield
20395,18509,38904,36804,2100,Chhattisgarh,Covishield
27973,11665,39638,30947,8691,Dadra and Nagar Haveli and Daman and Diu,Covishield
22482,39737,62219,57302,4917,Delhi,Covishield
8501,21588,30089,18857,11232,Goa,Covishield
31639,7356,38995,26018,12977,Gujarat,Covishield
29859,14727,44586,22833,21753,Haryana,Covishield
28750,39362,68112,21332,46780,Himachal Pradesh,Covishield
39527,6707,46234,17504,28730,Jammu and Kashmir,Covishield
25644,15067,40711,25925,14786,Jharkhand,Covishield
2215,33218,35433,6341,29092,Karnataka,Covishield
3001,30594,33595,19549,14046,Kerala,Covishield
18847,24516,43363,35498,7865,Lakshadweep,Covishield
10700,34228,44928,33040,11888,Ladakh,Covishield
4157,42032,46189,14069,32120,Madhya Pradesh,Covishield
20199,22218,42417,39485,2932,Maharashtra,Covishield
40291,45552,85843,75019,10824,Manipur,Covishield
28642,5972,34614,17998,16616,Meghalaya,Covishield
41004,19051,60055,27294,32761,Mizoram,Covishield
5218,14123,19341,5795,13546,Nagaland,Covishield
41413,6877,48290,29997,18293,Odisha,Covishield
34119,36115,70234,36951,33283,Puducherry,Covishield
39887,19138,59025,25428,33597,Punjab,Covishield
49194,38113,87307,7872,79435,Rajasthan,Covishield
46052,12160,58212,22392,35820,Sikkim,Covishield
13360,46909,60269,5201,55068,Tamil Nadu,Covishield
41961,39960,81921,75758,6163,Telengana,Covishield
17870,14636,32506,30265,2241,Tripura,Covishield
38178,44460,82638,42609,40029,Uttarakhand,Covishield
33581,13710,47291,6314,40977,Uttar Pradesh,Covishield
26836,10580,37416,11383,26033,West Bengal,Covishield
5727,6262,11989,8692,3297,Andhra Pradesh,Covishield
17477,22397,39874,18207,21667,Andaman and Nicobar Islands,Covishield
7586,25072,32658,16369,16289,Arunachal Pradesh,Covishield
20860,22870,43730,35225,8505,Assam,Covishield
28548,35705,64253,61592,2661,Bihar,Covishield
29652,4041,33693,12419,21274,Chandigarh,Covishield
22883,47402,70285,36193,34092,Chhattisgarh,Covishield
35845,12984,48829,26971,21858,Dadra and Nagar Haveli and Daman and Diu,Covishield
33882,27286,61168,5619,55549,Delhi,Covishield
36131,35232,71363,51132,20231,Goa,Covishield
22171,19518,41689,37772,3917,Gujarat,Covishield
15605,36759,52364,16492,35872,Haryana,Covishield
29304,3117,32421,27712,4709,Himachal Pradesh,Covishield
11035,4929,15964,14334,1630,Jammu and Kashmir,Covishield
12848,34464,47312,26020,21292,Jharkhand,Covishield
5911,30159,36070,19624,16446,Karnataka,Covishield
49891,36368,86259,66212,20047,Kerala,Covishield
22744,35005,57749,51435,6314,Lakshadweep,Covishield
38781,18417,57198,12692,44506,Ladakh,Covishield
15712,32362,48074,38425,9649,Madhya Pradesh,Covishield
38566,47926,86492,11219,75273,Maharashtra,Covishield
21820,12891,34711,28507,6204,Manipur,Covishield
41330,18045,59375,21410,37965,Meghalaya,Covishield
5646,25253,30899,23273,7626,Mizoram,Covishield
14253,9651,23904,10150,13754,Nagaland,Covishield
28951,14167,43118,33095,10023,Odisha,Covishield
7230,48355,55585,34072,21513,Puducherry,Covishield
17394,47682,65076,10626,54450,Punjab,Covishield
35124,4009,39133,33631,5502,Rajasthan,Covishield
3682,3631,7313,5993,1320,Sikkim,Covishield
45327,8700,54027,51162,2865,Tamil Nadu,Covishield
9647,18059,27706,5946,21760,Telengana,Covishield
44899,42556,87455,62983,24472,Tripura,Covishield
33234,33545,66779,13304,53475,Uttarakhand,Covishield
49179,2062,51241,40584,10657,Uttar Pradesh,Covishield
49367,28994,78361,26980,51381,West Bengal,Covishield
44488,19068,63556,50250,13306,Andhra Pradesh,Covishield
45437,7764,53201,26535,26666,Andaman and Nicobar Islands,Covishield
46188,18011,64199,30785,33414,Arunachal Pradesh,Covishield
35186,29481,64667,13283,51384,Assam,Covishield
38667,33364,72031,53534,18497,Bihar,Covishield
40314,22420,62734,12900,49834,Chandigarh,Covishield
43025,8635,51660,39195,12465,Chhattisgarh,Covishield
21980,48766,70746,48790,21956,Dadra and Nagar Haveli and Daman and Diu,Covishield
4968,49764,54732,26542,28190,Delhi,Covishield
17393,40484,57877,30756,27121,Goa,Covishield
36596,15976,52572,48020,4552,Gujarat,Covishield
3972,40333,44305,12641,31664,Haryana,Covishield
17668,13005,30673,18378,12295,Himachal Pradesh,Covishield
5591,41178,46769,46677,92,Jammu and Kashmir,Covishield
7745,29384,37129,23774,13355,Jharkhand,Covishield
30568,42659,73227,34172,39055,Karnataka,Covishield
48223,37756,85979,73411,12568,Kerala,Covishield
39394,20019,59413,48478,10935,Lakshadweep,Covishield
3982,4436,8418,8298,120,Ladakh,Covishield
28140,23153,51293,13034,38259,Madhya Pradesh,Covishield
31700,43791,75491,25871,49620,Maharashtra,Covishield
3181,36531,39712,27990,11722,Manipur,Covishield
23160,15978,39138,27829,11309,Meghalaya,Covishield
20461,48743,69204,60882,8322,Mizoram,Covishield
34291,21530,55821,5858,49963,Nagaland,Covishield
35722,29474,65196,58817,6379,Odisha,Covishield
28803,3536,32339,28480,3859,Puducherry,Covishield
14428,17432,31860,31820,40,Punjab,Covishield
4394,38291,42685,12789,29896,Rajasthan,Covishield
44890,38605,83495,54129,29366,Sikkim,Covishield
14247,33017,47264,5426,41838,Tamil Nadu,Covishield
18642,18543,37185,33001,4184,Telengana,Covishield
9962,2927,12889,10435,2454,Tripura,Covishield
45875,30931,76806,47206,29600,Uttarakhand,Covishield
27278,31378,58656,14777,43879,Uttar Pradesh,Covishield
28658,22729,51387,30382,21005,West Bengal,Covishield
18595,45461,64056,25130,38926,Andhra Pradesh,Covishield
14582,25373,39955,9858,30097,Andaman and Nicobar Islands,Covishield
41795,27678,69473,7537,61936,Arunachal Pradesh,Covishield
2524,45486,48010,9038,38972,Assam,Covishield
12480,42753,55233,47621,7612,Bihar,Covishield
17167,32479,49646,11223,38423,Chandigarh,Covishield
14232,27591,41823,28522,13301,Chhattisgarh,Covishield
1853,12655,14508,13215,1293,Dadra and Nagar Haveli and Daman and Diu,Covishield
4801,13270,18071,17461,610,Delhi,Covishield
25481,34340,59821,36964,22857,Goa,Covishield
18571,30546,49117,11680,37437,Gujarat,Covishield
20849,29432,50281,40617,9664,Haryana,Covishield
31973,36153,68126,29878,38248,Himachal Pradesh,Covishield
10570,11633,22203,11978,10225,Jammu and Kashmir,Covishield
24496,39066,63562,35260,28302,Jharkhand,Covishield
45121,7811,52932,7314,45618,Karnataka,Covishield
29826,8987,38813,7232,31581,Kerala,Covishield
7242,22044,29286,14217,15069,Lakshadweep,Covishield
15466,37136,52602,23011,29591,Ladakh,Covishield
25906,31868,57774,20074,37700,Madhya Pradesh,Covishield
9707,33334,43041,14952,28089,Maharashtra,Covishield
31182,39688,70870,62986,7884,Manipur,Covishield
45183,4933,50116,20825,29291,Meghalaya,Covishield
42724,6014,48738,42201,6537,Mizoram,Covishield
30666,47988,78654,14689,63965,Nagaland,Covishield
17589,37823,55412,49903,5509,Odisha,Covishield
42684,35928,78612,67175,11437,Puducherry,Covishield
15409,29341,44750,42880,1870,Punjab,Covishield
27964,32959,60923,13259,47664,Rajasthan,Covishield
25744,31273,57017,14468,42549,Sikkim,Covishield
12571,35086,47657,35922,11735,Tamil Nadu,Covishield
49771,43137,92908,30783,62125,Telengana,Covishield
30874,32188,63062,44318,18744,Tripura,Covishield
15888,18594,34482,29731,4751,Uttarakhand,Covishield
2058,12329,14387,6479,7908,Uttar Pradesh,Covishield
47454,45922,93376,40471,52905,West Bengal,Covishield
36041,40839,76880,39027,37853,Andhra Pradesh,Covishield
19777,36950,56727,46925,9802,Andaman and Nicobar Islands,Covishield
47290,11333,58623,8044,50579,Arunachal Pradesh,Covishield
18943,47122,66065,38362,27703,Assam,Covishield
32865,23479,56344,18384,37960,Bihar,Covishield
40612,35276,75888,23608,52280,Chandigarh,Covishield
12201,5402,17603,9499,8104,Chhattisgarh,Covishield
16203,47649,63852,44915,18937,Dadra and Nagar Haveli and Daman and Diu,Covishield
28605,33609,62214,59783,2431,Delhi,Covishield
17590,41294,58884,52785,6099,Goa,Covishield
3986,49574,53560,21182,32378,Gujarat,Covishield
39278,7657,46935,15114,31821,Haryana,Covishield
4837,37147,41984,16286,25698,Himachal Pradesh,Covishield
48973,16936,65909,18605,47304,Jammu and Kashmir,Covishield
47974,20508,68482,25476,43006,Jharkhand,Covishield
33982,35904,69886,45807,24079,Karnataka,Covishield
15280,15346,30626,21158,9468,Kerala,Covishield
42783,40709,83492,12850,70642,Lakshadweep,Covishield
43227,40298,83525,68607,14918,Ladakh,Covishield
10622,26728,37350,24414,12936,Madhya Pradesh,Covishield
35383,43201,78584,20915,57669,Maharashtra,Covishield
23527,27889,51416,42637,8779,Manipur,Covishield
9134,27367,36501,21865,14636,Meghalaya,Covishield
33433,48161,81594,7311,74283,Mizoram,Covishield
32057,40144,72201,30494,41707,Nagaland,Covishield
19839,41118,60957,10918,50039,Odisha,Covishield
16288,36563,52851,8635,44216,Puducherry,Covishield
7333,19953,27286,26477,809,Punjab,Covishield
7891,12008,19899,19343,556,Rajasthan,Covishield
29791,48354,78145,56579,21566,Sikkim,Covishield
29795,15101,44896,34177,10719,Tamil Nadu,Covishield
25694,42090,67784,49963,17821,Telengana,Covishield
12868,10612,23480,20296,3184,Tripura,Covishield
6752,8382,15134,5990,9144,Uttarakhand,Covishield
43605,24067,67672,14326,53346,Uttar Pradesh,Covishield
19540,20300,39840,29407,10433,West Bengal,Covishield
18703,43997,62700,44294,18406,Andhra Pradesh,Covishield
20788,46294,67082,17050,50032,Andaman and Nicobar Islands,Covishield
33288,39144,72432,35559,36873,Arunachal Pradesh,Covishield
35862,16499,52361,22417,29944,Assam,Covishield
33579,6217,39796,15000,24796,Bihar,Covishield
42049,12058,54107,27716,26391,Chandigarh,Covishield
29684,49932,79616,36476,43140,Chhattisgarh,Covishield
14490,12970,27460,14301,13159,Dadra and Nagar Haveli and Daman and Diu,Covishield
